Name (Link to Data Catalog - Field Name),Link to Data Catalog,Field Order,Field Name,Field Key,Field ID,Field Type (Airtable),Options (JSON),Field Description,Field Purpose,Business Context,Source (Link To Field Mappings),Target (Link To Field Mappings),Format,Validation,Formula,Formula Dependencies (Link To Data Dictionary),Code Dependencies,Input Methods,Read/Write,Created Date,Belongs To Namespace (Link to Namespaces),Related Form Questions (Link To Form Questions),General Notes,Table ID (From Data Catalog),Base ID (From Data Catalog),Table Name (From Data Catalog),Base/Source Name (From Data Catalog),Options (Text),Field Type (Standardized),For Betafits API?,Record ID,Formatting Rules (Link To Formatting Rules),Rule Sets (Link To Rule Sets),Related Fields (Link To Data Dictionary),Schema Schemer Recommendation,Schemer Priority,Schemer Human Review,Schemer Notes,Field Name (From Data Dictionary),Schemer Reviewer Note,Description For AI,Link To Paperwork Field Types,Last Run,Current/Delete,Max Last Run (From Data Catalog),From field: Related Fields (Link To Data Dictionary),Link to Files,From field: Formula Dependencies (Link To Data Dictionary)
Forms - Intake - Document Upload - Record ID (Automation) (from Intake - Automations),Forms - Intake - Document Upload,4,Record ID (Automation) (from Intake - Automations),,fldxqPLq5Rdzcy8lM,,"{""isValid"":true,""recordLinkFieldId"":""fld9PNGb1y4q3eYMn"",""fieldIdInLinkedTable"":""fldXTp4sU1oWGkHWS"",""result"":{""type"":""singleLineText""}}","This field stores the linked record IDs from the Intake - Automations table, serving as a reference to related automation records.",To link and reference automation records from the Intake - Automations table within the current dataset.,Used in automating workflows and processes by referencing related automation entries.,,,,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,Link to record (table ID: To be decided),,,recJFVPPrCG0vtnmo,,,,,,,,,,"This field stores the linked record IDs from the Intake - Automations table, serving as a reference to related automation records.",,,,,,,
Forms - Intake - Document Upload - Company Name (from Link to Intake - Group Data),Forms - Intake - Document Upload,5,Company Name (from Link to Intake - Group Data),To be decided,fldhCabBOPrD8pcjd,,"{""isValid"":true,""recordLinkFieldId"":""fldP0nYiIoqpM68xS"",""fieldIdInLinkedTable"":""fldqldunuuQ1dSQeh"",""result"":{""type"":""multilineText""}}",This field represents the company name linked from the Intake - Group Data table.,To retrieve and display the company name associated with the linked intake group data record.,Used in employee benefits management to associate and identify the company linked to a particular group intake record for benefits processing and reporting.,,,,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,Link to record (table ID: To be decided),,,recjk7KSvWI9Cj8eg,,,,,,,,,,This field represents the company name linked from the Intake - Group Data table.,,,,,,,
Forms - Intake - Document Upload - Link to Intake - Plan Data,Forms - Intake - Document Upload,6,Link to Intake - Plan Data,To be decided,fldRXEos9rdtM0iFI,,"{""linkedTableId"":""tblPJjWgnbblYLym4"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fldo61WvVnJIBzn1e""}",A field linking to multiple records in the Intake - Plan Data table allowing association of related plan information.,To link and associate employee benefit records with corresponding plan data from the intake process for comprehensive record management.,"Used to maintain relationships between employee benefit records and the intake plan data, facilitating integrated data views in benefits management.",,,,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,Link to record (table ID: tblPJjWgnbblYLym4),,,recgHMq7MSF0aHWas,,,,,,,,,,A field linking to multiple records in the Intake - Plan Data table allowing association of related plan information.,,,,,,,
Forms - Intake - Document Upload - Document Title,Forms - Intake - Document Upload,8,Document Title,document_title,fldCgX2HKBV9AlCtJ,,,The title or name of a document related to employee benefits or HR records.,To capture and display the name/title of a document for identification and reference.,Used across employee benefits management for document tracking and referencing.,,,,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,,,,reckqzcminMTiR868,,,,,,,,,,The title or name of a document related to employee benefits or HR records.,,,,,,,
Forms - Intake - Document Upload - File,Forms - Intake - Document Upload,9,File,To be decided,fldHJXHRwPlVChX4t,,To be decided,"This field allows attachment of one or more files relevant to the record, supporting multiple file uploads.",To store and manage multiple file attachments related to employee benefits or associated documentation.,"Used for uploading supporting documents such as claims, proofs, contracts, or benefit statements within the employee benefits system.",,"Default Value:  > Forms - Intake - Document Upload - File - ,Default Value:  > Forms - Intake - Document Upload - File - ",,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,To be decided,,,recCZCpnumz5tM9z8,,,,,,,,,,"This field allows attachment of one or more files relevant to the record, supporting multiple file uploads.",,,,,,,
Forms - Intake - Document Upload - Trigger Workflow,Forms - Intake - Document Upload,12,Trigger Workflow,,fldS9Ol67u9MbjXGQ,,,"Generates a URL that triggers a workflow, including the document type, record ID, and file URL",To provide a URL endpoint that activates a predefined workflow process for a given document and its associated information.,"Used in automating business processes, facilitating integrations, and triggering actions within the employee benefits system through URL workflows.",,,,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,,,,recbl2RIniSXX2poQ,,,,,,,,,,"Generates a URL that triggers a workflow, including the document type, record ID, and file URL",,,,,,,
Forms - Intake - Document Upload - Trigger Test Workflow,Forms - Intake - Document Upload,13,Trigger Test Workflow,trigger_test_workflow,fldDHsFSZkZpLxbKz,,"[{""label"": ""True"", ""value"": ""true""}]",A checkbox to indicate whether to trigger the test workflow.,To enable or disable the triggering of a test workflow within the system.,Used in process automation or system testing scenarios to control workflow execution.,,,,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,True,,,recPe9MDX8lfitiwt,,,,,,,,,,A checkbox to indicate whether to trigger the test workflow.,,,,,,,
Forms - Intake - Document Upload - Status,Forms - Intake - Document Upload,14,Status,status,fldwrdM6Hw3BBfuSO,,"[{""label"": ""Not Processed"", ""value"": ""not_processed""}, {""label"": ""Not Reviewed"", ""value"": ""not_reviewed""}, {""label"": ""Reviewed"", ""value"": ""reviewed""}, {""label"": ""Error"", ""value"": ""error""}]",Indicates the current processing status of the record or item.,"To track and manage the workflow state of a record such as whether it has been processed, reviewed, or contains errors.",Used in employee benefits and administrative systems to monitor the status of processing steps and ensure proper tracking and workflow management.,,,,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,"Not Processed, Not Reviewed, Reviewed, Error",,,reccniu33hA5iKAaD,,,,,,,,,,Indicates the current processing status of the record or item.,,,,,,,
Forms - Intake - Progress Steps - Intake Status,Forms - Intake - Progress Steps,12,Intake Status,intake_status,To be decided,,"[{""label"": ""Pending"", ""value"": ""pending""}, {""label"": ""In Progress"", ""value"": ""in_progress""}, {""label"": ""Completed"", ""value"": ""completed""}, {""label"": ""On Hold"", ""value"": ""on_hold""}, {""label"": ""Cancelled"", ""value"": ""cancelled""}]",The current status of the intake process for employee benefits forms.,To track and manage the progress and completion state of the intake process for benefits-related forms.,Used by administrators and employees to monitor and update the intake process status during benefits enrollment and form submission.,,,,,,,,,,8/28/2025 11:41am,,,,tbl5KoDB657pRju5x,appdqgKk1fmhfaJoT,Intake - Progress Steps,Forms,"Pending, In Progress, Completed, On Hold, Cancelled",,,recKEaV2Cs7vp53k9,,,,,,,,,,The current status of the intake process for employee benefits forms.,,,,,,,
Forms - Intake - Group Data - Year Company Founded,Forms - Intake - Group Data,,Year Company Founded,,fldkinKvnBjOyXU1x,,,,,,,,,,,,,,,9/5/2025 8:41am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recNFLKCz9nEJ8mvg,,,Transformation Engine - Paperwork Fields - Year Founded,,,,,Year Founded,,,,,,,,,
Forms - Intake - Group Data - Do other Entities use this FEIN,Forms - Intake - Group Data,0,Do other Entities use this FEIN,do_other_entities_use_this_fein,fldOEbpP7HOaNU5a6,,"[{""label"": ""No"", ""value"": ""no""}, {""label"": ""Yes"", ""value"": ""yes""}]",Indicates whether other entities use the same Federal Employer Identification Number (FEIN).,To identify if the FEIN is shared across multiple entities for tax and reporting purposes.,Used for employee benefits and payroll processing to ensure proper entity identification and compliance with tax regulations.,,,,,,,,,,9/5/2025 10:37am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"No, Yes",,,reccpEn8wRbC7pBrp,,,Transformation Engine - Paperwork Fields - Multiple Organizations/EIN's,Approved,Medium,,Yes/No single select capturing FEIN sharing status.,Multiple Organizations/EIN's,,Indicates whether other entities use the same Federal Employer Identification Number (FEIN).,,,,,,,
Forms - Intake - Group Data - Primary Contact Name,Forms - Intake - Group Data,0,Primary Contact Name,primary_contact_name,fldfy2zVpPh7kEyLj,,,The full name of the primary contact person responsible for communications or inquiries related to employee benefits.,To identify and record the main contact person for employee benefits management or client communication.,Used in employee benefits management systems to facilitate communication and ensure accurate contact information is maintained for clients or employee groups.,,,,,,,,,,9/5/2025 10:40am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,receh77lHRgrIj27w,,,Transformation Engine - Paperwork Fields - Group Signer Name,Approved,High,,Single line text for PII; ensure PII handling.,Group Signer Name,,The full name of the primary contact person responsible for communications or inquiries related to employee benefits.,,,,,,,
Forms - Intake - Group Data - Primary Contact Email,Forms - Intake - Group Data,0,Primary Contact Email,primary_contact_email,fldNh2BQy6coDFBKl,,,The main email address used to contact the primary individual responsible for the record or account.,To serve as the primary point of contact via email for communications related to employee benefits.,Used in employee benefits management to ensure timely and accurate communication with the designated primary contact at a client or partner organization.,,,,,,,,,,9/5/2025 10:43am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recBgGtHHYF1A45Dp,,,Transformation Engine - Paperwork Fields - Group Email,Approved,High,,Field type singleLineText used for email; recommend change to email type for validation and security.,Group Email,,The main email address used to contact the primary individual responsible for the record or account.,,,,,,,
Forms - Intake - Group Data - Phone Number,Forms - Intake - Group Data,189,Phone Number,,fldG6flpV94gT6iVa,,,,,,,,,,,,,,,9/5/2025 10:45am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,rece0W9aIwsPqsM9u,,,Transformation Engine - Paperwork Fields - Phone #,,,,,Phone #,,,,,,,,,
Forms - Intake - Group Data - Fax,Forms - Intake - Group Data,0,Fax,fax,fldWrFwJvJQpMw5dL,,,A telephone number used primarily for sending and receiving fax documents associated with an employee or contact.,To capture the fax number for communication purposes within the employee benefits context.,"Used in employee and benefits records to facilitate fax communications for document exchange between employees, benefits providers, and administrators.",,,,,,,,,,9/5/2025 10:46am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,reclUy2DDM511tQCp,,,Transformation Engine - Paperwork Fields - Fax,Approved,Low,,Single line text sufficient for fax numbers.,Fax,,A telephone number used primarily for sending and receiving fax documents associated with an employee or contact.,,,,,,,
Forms - Intake - Group Data - Street Address,Forms - Intake - Group Data,,Street Address,,fld1p6oj5hvN0Buzi,,,,,,,,,,,,,,,9/5/2025 10:52am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recf6iJno7OitSCZ6,,,Transformation Engine - Paperwork Fields - Address 1,,,,,Address 1,,,,,,,,,
Forms - Intake - Group Data - Mailing Address,Forms - Intake - Group Data,0,Mailing Address,mailing_address,fldmVdZZNfyESUK75,,,"The complete mailing address for the employee or beneficiary, typically including street, city, state, and postal code.",To record and store the mailing address for communication and shipping purposes related to employee benefits.,Used in the administration of employee benefits to ensure correspondence and benefit-related materials are sent to the correct address.,,,,,,,,,,9/5/2025 10:55am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recnvxPKjLIXa912q,,,Transformation Engine - Paperwork Fields - Mailing Street Address,Approved,Medium,,Multiline text suited for address; naming is clear.,Mailing Street Address,,"The complete mailing address for the employee or beneficiary, typically including street, city, state, and postal code.",,,,,,,
Forms - Intake - Group Data - City (Mail Address),Forms - Intake - Group Data,0,City (Mail Address),city_mail_address,fld5q6UfxUSWZUbSd,,,The city part of the mailing address for the employee or contact.,To capture the city where the employee or contact receives mail.,"Used in employee benefits administration for mailing documents, correspondence, and benefit-related communications.",,,,,,,,,,9/5/2025 10:57am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recZkLzjgvLf3I5fl,,,Transformation Engine - Paperwork Fields - Mailing City,Approved,Low,,Typo in field name 'Adress' should be 'Address' for professionalism and searchability.,Mailing City,,The city part of the mailing address for the employee or contact.,,,,,,,
Forms - Intake - Group Data - State (Mail Address),Forms - Intake - Group Data,0,State (Mail Address),state_mail_address,fld1Ker1rfYPDNNOe,,"[{""label"": ""North Carolina"", ""value"": ""north_carolina""}]",The U.S. state corresponding to the employee's mailing address.,"To specify the employee's mailing address state for location-based processing, reporting, and compliance.","Used in employee benefits administration to tailor benefits, tax, and legal considerations based on the employee's state of residence or correspondence.",,,,,,,,,,9/5/2025 11:01am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,North Carolina,,,recpnNjV2DryiN7tm,,,Transformation Engine - Paperwork Fields - Mailing State,Approved,High,,SingleSelect has only one choice 'North Carolina'. Needs completion or design change to support multiple states.,Mailing State,,The U.S. state corresponding to the employee's mailing address.,,,,,,,
Forms - Intake - Group Data - Zip (Mail Address),Forms - Intake - Group Data,0,Zip (Mail Address),zip_mail_address,fldQEWwenFYRGiPTt,,,The postal zip code for the employee's mailing address.,To capture and store the employee's mailing zip code for communication and mailing purposes.,Used in employee benefits management to ensure accurate mailing and location-based processing of benefits.,,,,,,,,,,9/5/2025 11:02am,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recG5GVLidhr4Xv90,,,Transformation Engine - Paperwork Fields - Mailing Zip,Approved,High,,Single line text without pattern validation for ZIP. Add format constraints.,Mailing Zip,,The postal zip code for the employee's mailing address.,,,,,,,
